id,target
250,13.431655154925625
251,9.751141122110322
252,10.359576499189997
253,15.158516509264867
254,8.883491062412785
255,6.286912500093049
256,7.45143864883962
257,4.741423078434272
258,14.107316985278397
259,4.553901406942247
260,10.581371643735093
261,6.734003515016958
262,6.825279951866911
263,13.224234634437114
264,5.165236931937411
265,14.036997995789491
266,7.303665757670264
267,14.450052453245997
268,8.594033417649142
269,6.228872274799964
270,8.750391148646285
271,13.893517049504652
272,9.478165758598868
273,6.89658021729524
274,7.068468449736388
275,12.374514724643229
276,1.5580122842926545
277,15.239149641548414
278,13.428883163780256
279,11.737921368457602
280,7.65710952726072
281,6.787465701601633
282,9.199525487896379
283,4.25806273714429
284,12.837556461896947
285,5.258978923820224
286,11.443594723497664
287,10.749331186844767
288,14.646058518218263
289,16.960234718042106
290,10.682947776815697
291,6.373886920169828
292,11.762404273372796
293,11.74562591260456
294,8.238376614020344
295,13.685170020612167
296,11.62799772378043
297,12.079568873613402
298,12.116102371627958
299,5.401752728918073
300,9.009535567903695
301,10.25253281622265
302,14.776827582827291
303,14.642209333717906
304,9.399186448473014
305,13.269308849173902
306,17.847317374500612
307,13.02877367619646
308,16.2879782076292
309,4.115919657904185
310,14.126446699481923
311,14.578749035964782
312,16.24595036307843
313,12.909498620958654
314,2.7155890491880177
315,5.3390178007496605
316,14.438563422833568
317,14.251825043562281
318,2.9637105920213895
319,16.35890846970455
320,11.941757281431343
321,8.9994955156459
322,7.912135667072475
323,15.504547539920623
324,13.305352163283914
325,9.988527840334314
326,5.486942741174059
327,6.547353485508966
328,7.622896858849636
329,10.68227113970765
330,2.9476717388841536
331,7.948070043649928
332,6.065036228416683
333,2.2920389285704283
334,16.88270179261524
335,13.543302938856352
336,8.33062050022019
337,10.177104715339654
338,11.839623665942868
339,4.161540061645715
340,16.02427028138242
341,4.382081767073436
342,10.410111827038593
343,14.29454357998409
344,15.646108521777634
345,8.334627275357827
346,10.638799727319782
347,9.923568269662274
348,15.034226609489789
349,13.11182624878347
350,13.89008826805819
351,11.374747550130902
352,8.742988950663483
353,8.807834546695887
354,11.528449553726988
355,12.88257482447134
356,2.5511267197350813
357,7.258446235603183
358,9.60538441841683
359,11.38977753787989
360,16.087448278049216
361,10.754551372515422
362,5.1817384620474956
363,14.12703742014467
364,9.408098140344944
365,2.0062284234576486
366,11.249885050273397
367,7.763649043119358
368,2.8525036582187737
369,15.297974201916151
370,9.950416716944064
371,12.203072275055096
372,4.447360365877509
373,8.573105180439294
374,14.309148404425466
375,15.868116647430039
376,4.118866289086762
377,7.186218852149402
378,11.907895955725834
379,4.445354477471907
380,9.992820599756314
381,16.908371712837315
382,13.324932413642639
383,16.106784571279
384,10.634852828290315
385,11.275529408316887
386,16.3675405063752
387,11.579395574816854
388,1.6848919202137904
389,4.618331126799218
390,14.887081105709026
391,6.205016335180036
392,11.035196923981948
393,9.018632692540189
394,13.590961831542032
395,12.99291559410283
396,4.006146882933367
397,7.76260179977213
398,12.768952597663304
399,12.520970250116903
400,10.915471504128472
401,11.71155710020238
402,3.269288183544755
403,9.05667374536301
404,7.172040302723841
405,14.098247690713283
406,9.103520361011826
407,3.5940359261629533
408,7.666800313190819
409,12.261888812812899
410,17.440143724423905
411,12.899395331317217
412,8.316641216127362
413,14.386845192355882
414,16.401449621392466
415,14.434628303194833
416,8.19701381372439
417,11.295780258578926
418,6.359722985124479
419,14.908094955218695
420,12.566644235883782
421,6.298936313509789
422,8.085505836898305
423,18.446261530981637
424,8.43920072833511
