id,target
250,0.7249530053328932
251,0.5614949525522631
252,0.6031130548795709
253,0.7984941426758405
254,0.4824733810645843
255,0.38595956770810497
256,0.4164023637636779
257,0.261016408445732
258,0.7386149152510051
259,0.24261602294766318
260,0.5765928603815768
261,0.4090448623692266
262,0.3603342697905675
263,0.7034953722500956
264,0.30046115818617236
265,0.7599093784835711
266,0.397035749634021
267,0.7693259673736608
268,0.5013412445636423
269,0.3621938856984264
270,0.5039981034971843
271,0.7381358030854519
272,0.5482505485886017
273,0.368402594589254
274,0.4138656696871064
275,0.6259622432178833
276,0.08161798842508215
277,0.8046752408881919
278,0.7208631687394302
279,0.6537144225611228
280,0.4513927493789754
281,0.402035980752947
282,0.5193465899429073
283,0.25395022845472603
284,0.7008862422980988
285,0.2729626479109435
286,0.6120507770101475
287,0.5955380055970945
288,0.7918386510106945
289,0.8856390381981928
290,0.5609775317733846
291,0.34671731503436903
292,0.6221053841495865
293,0.6411278302894565
294,0.4602438810582098
295,0.7111827653747342
296,0.651612505406333
297,0.6704349344422555
298,0.6473783551773317
299,0.27942031058924865
300,0.5122827260777154
301,0.5855022099647733
302,0.7926620031239523
303,0.7856107981271881
304,0.5253026213024381
305,0.7329184208910645
306,0.925519541815753
307,0.7185336332184826
308,0.8571862520601053
309,0.2627855878045045
310,0.7565212829085849
311,0.7716649208112092
312,0.8539512013345248
313,0.7223762820127725
314,0.14884897265333213
315,0.31730668086929853
316,0.7797947687712657
317,0.7642922362956825
318,0.17020489928429233
319,0.8672323032280984
320,0.6429870538824562
321,0.48459650376300145
322,0.45488773109717073
323,0.8387521798600617
324,0.714740793911323
325,0.5558519839956116
326,0.3159553072693424
327,0.35362831462196753
328,0.41448305371497396
329,0.5828817315853645
330,0.16744806520136393
331,0.461361280693224
332,0.3473947062099024
333,0.13007444535413593
334,0.8826595941358099
335,0.7132126745690275
336,0.4832175239683303
337,0.5681864575519311
338,0.65885386315638
339,0.23129465123275242
340,0.8393658847946046
341,0.2598682790272544
342,0.5578001184179877
343,0.7590767395307185
344,0.845509135616328
345,0.48050092147315926
346,0.5893223042950017
347,0.5713783259036928
348,0.8301709043987044
349,0.7169906772216168
350,0.7502084460568902
351,0.622500055930244
352,0.5023367741872189
353,0.4810414910042513
354,0.6338361977093089
355,0.7061060222959166
356,0.13780240475257072
357,0.43544784654281166
358,0.5182947301762237
359,0.597500170670165
360,0.8433648881357898
361,0.5858600773585707
362,0.3071862400621658
363,0.7610639543896035
364,0.562872017290516
365,0.11933363104593533
366,0.6096596401617997
367,0.46067939912969047
368,0.16773205615443765
369,0.7983449517081722
370,0.5611832621011053
371,0.6785291990777222
372,0.2532465226876589
373,0.49493513240028736
374,0.7874027329735902
375,0.8467600963470805
376,0.24972549168177097
377,0.4033286855121464
378,0.6748405088362367
379,0.24434639894157315
380,0.5614237421732513
381,0.8764124761683878
382,0.713695039546449
383,0.8559580331233425
384,0.5887220238254858
385,0.6077748199282199
386,0.8815948997580778
387,0.6566951475075711
388,0.08853465946032635
389,0.27045096040164673
390,0.7935007314366225
391,0.339665524255517
392,0.5805436205981642
393,0.5147105976983091
394,0.725454714029007
395,0.7202695888994417
396,0.19818104494684324
397,0.4345818700805489
398,0.665622935190983
399,0.6931037448569588
400,0.6031922702504057
401,0.6329773528425713
402,0.1903736438020369
403,0.5337426088029978
404,0.4042109974225543
405,0.7534062601716778
406,0.5096368192033844
407,0.19065224386565963
408,0.4389896686025728
409,0.6744282295628434
410,0.9001397471243588
411,0.698433706940823
412,0.45777304423915244
413,0.775891606341973
414,0.8664347183227216
415,0.7952026677628928
416,0.49678901090899547
417,0.6036398846169931
418,0.3685762038427487
419,0.8121578716886726
420,0.6906237436656519
421,0.348012693705806
422,0.4556971525460797
423,0.9427962001523096
424,0.503595813979131
425,0.302486725028633
426,0.3571147926623791
427,0.5446015325354151
428,0.818047471783723
429,0.2259193336540101
430,0.5268433738184608
431,0.5522000607908423
432,0.6306671518803884
433,0.7736889624702508
434,0.8347943206125341
435,0.14259579957425333
436,0.34351001098323664
437,0.30566778593825383
438,0.7742410915896468
439,0.6513891900554831
440,0.33922417896221624
441,0.2608772538642149
442,0.6098491033611679
443,0.40263603779154655
444,0.5365275450606884
445,0.2384027061590294
446,0.7878352980663815
447,0.25293888121308666
448,0.40343060582067275
449,0.6254793052367194
450,0.033886002729509215
451,0.69699822830062
452,0.42796395571216567
453,0.30856209430080594
454,0.6447517366590961
455,0.5869059221250618
456,0.53386063785163
457,0.44214286996133867
458,0.5590740016477472
459,0.7496181961468812
460,0.7502212804523355
461,0.7632758063037167
462,0.512063511193974
463,0.15499235827506425
464,0.7305387694768265
465,0.7903692389260865
466,0.766121531192848
467,0.7290891521706709
468,0.8432721607199236
469,0.41237449650447555
470,0.44307376186216885
471,0.3825302134154726
472,0.6420125713666177
473,0.5676624643209427
474,0.8814382846033373
475,0.4641938233112489
476,0.7571840484274652
477,0.9170456421227862
478,0.9354741593332827
479,0.7748962178733185
480,0.43002412831508785
481,0.4786921427539174
482,0.8674285860157465
483,0.25741989320251324
484,0.5907240326753526
485,0.44280992084380566
486,0.6401819207150503
487,0.5421748391557524
488,0.6944533521094721
489,0.8668238389801092
490,0.38065382125844155
491,0.3326209174171463
492,0.2625134387418084
493,0.8384018798722211
494,0.729208986960903
495,0.28223394610367664
496,0.5386702006339522
497,0.3621809175854419
498,0.3067986856487221
499,0.6360875902080669
500,0.9455318881577869
501,0.7089764052397596
502,0.6343204495388919
503,0.7554235182087253
504,0.7158455246551808
505,0.8781586971300845
506,0.41194856785585043
507,0.17332429459151555
508,0.5883602209387606
509,0.7588443118693775
510,0.5842646436555718
511,0.714976424091001
512,0.5104558901462919
513,0.6248235427496549
514,0.3728105686107306
515,0.5184228894746626
516,0.6603770542831336
517,0.2799840654321394
518,0.7539179232246097
519,0.6204507922488667
520,0.2995106791395429
521,0.6245642991071776
522,0.7133222522128266
523,0.4080944156987819
524,0.6417230588422284
525,0.6741965451126368
526,0.5830527563085484
527,0.5407241769577201
528,0.5070112752944479
529,0.6260250688561937
530,0.4510009425333025
531,0.937435094324203
532,0.5567925287641057
533,0.4589215162335332
534,0.5634587930305313
535,0.7803798246718513
536,0.642237366778424
537,0.39868135725075443
538,0.16779982473433444
539,0.9038689083422193
