id,target
250,0.3967837632353278
251,0.19517748003814367
252,0.6167693002362493
253,0.765819990546432
254,0.10050656618854625
255,0.36023416448633017
256,0.046962644463627544
257,0.005858084959304397
258,0.844940710000496
259,0.01585227997960518
260,0.451311728909645
261,0.06296037893347144
262,0.050439828531742406
263,0.7118553865219217
264,0.27115118255801895
265,0.8955876853566883
266,0.20917800237796436
267,0.992718178646254
268,0.274317398296185
269,0.3231394372268036
270,0.7823987438503911
271,0.9228323777780123
272,0.7603754610662952
273,0.12740654185756548
274,0.08201601761508832
275,0.8941577674252214
276,0.0001269041063514458
277,0.8714539119861134
278,0.6557933070146441
279,0.8212679392838712
280,0.31684184130576815
281,0.27712944991142746
282,0.8961192795681683
283,0.02063594212576172
284,0.7006393297961063
285,0.17458077160932087
286,0.34402423705385127
287,0.680502107299989
288,0.7962736078785626
289,0.9645598205916203
290,0.6684558311625289
291,0.033269596447810114
292,0.901774351520101
293,0.797488115747594
294,0.12287473421580693
295,0.944169474212196
296,0.711228278286373
297,0.8505709756019929
298,0.790246784575986
299,0.012684563384566503
300,0.06533688628638831
301,0.829683497936978
302,0.9877801840450466
303,0.8650017701125771
304,0.6227984911961254
305,0.9035323770055232
306,0.991960283288015
307,0.9397375543042648
308,0.9276911405676316
309,0.004952432256386223
310,0.8622728598066457
311,0.9038499887897373
312,0.9861101508289277
313,0.8065219508966315
314,0.00596397277693214
315,0.14435474282160335
316,0.9569476445395582
317,0.9225767257116037
318,0.0023090158064188668
319,0.9539781082766906
320,0.7907691928140059
321,0.1811288713326516
322,0.1584719492566961
323,0.9678077205173758
324,0.8036059143405326
325,0.34298618144226645
326,0.033589878376868984
327,0.06752995532978442
328,0.07169177082047662
329,0.905104760366882
330,0.014798884695355183
331,0.760838145057223
332,0.00911265623524968
333,0.02123869800574195
334,0.7959858883990496
335,0.9272675591098339
336,0.3849977887838096
337,0.6132050386166757
338,0.9831075706414042
339,0.04946323187456989
340,0.8957997131721042
341,0.009942217484702089
342,0.559769647662588
343,0.8970615322879963
344,0.9808867361971233
345,0.5620938986915318
346,0.624913512420884
347,0.5874260447961707
348,0.6357345877084193
349,0.40235463841941604
350,0.9172157211727413
351,0.608352663534971
352,0.06767685615207845
353,0.7223701503654673
354,0.8162977607007518
355,0.7095944939069773
356,0.0011018738068940648
357,0.1436520858147028
358,0.3988996957048613
359,0.3925078253323594
360,0.881868618468871
361,0.20540443390721136
362,0.16051943875113878
363,0.9868544996449942
364,0.24624044399400438
365,0.0003289495407271533
366,0.3119936377494497
367,0.8165282647398536
368,0.0044892505218007365
369,0.6006198055480213
370,0.27676282473909997
371,0.8827535155612546
372,0.003340550210988659
373,0.3406964057672578
374,0.9359581119272166
375,0.8837086037345955
376,0.09548544674416878
377,0.017681555951084643
378,0.7299816608857387
379,0.04375483991674856
380,0.2474451139209474
381,0.9328711825176784
382,0.689700402017435
383,0.9993474286417247
384,0.6416855661518106
385,0.671381249132401
386,0.9673151409564366
387,0.31822392778346076
388,0.0008651738138005629
389,0.006936001097029461
390,0.9909665531498468
391,0.014603924389958492
392,0.9103360263215601
393,0.7574579192969456
394,0.9733906386222471
395,0.8297019351238403
396,0.14943607285688762
397,0.6061617551800359
398,0.8639459455854022
399,0.6559769392582188
400,0.5213982622633134
401,0.8502910273299941
402,0.05725069473591097
403,0.2862135811475969
404,0.33166403559402
405,0.9456915308242673
406,0.6033194506899565
407,0.00487387246342353
408,0.1437045791942178
409,0.4292763120021723
410,0.9783102773779969
411,0.7714731421085148
412,0.3423083611155787
413,0.9420962786986387
414,0.9133572407958482
415,0.8152222886968751
416,0.535292608938925
417,0.6870019361134759
418,0.31331420587239467
419,0.8324851882473467
420,0.8047980888563048
421,0.05549340046028225
422,0.9271737169022632
423,0.9983666757678359
424,0.41878011403256404
425,0.04953727108504186
426,0.020275562253520764
427,0.38268794270696094
428,0.9550069426855119
429,0.018503773240573295
430,0.6515321057252456
431,0.8413451300560426
432,0.5780192733798885
433,0.9735172325096955
434,0.9812110450884072
435,0.006862895020275954
436,0.10350657717708207
437,0.21175909356500972
438,0.9656418020838791
439,0.7618101482243083
440,0.020176753359535036
441,0.24033762299889036
442,0.1877244190486497
443,0.08186692661364536
444,0.8744735855398001
445,0.01450255651542259
446,0.967600654047971
447,0.013416108111325972
448,0.0866160885209892
449,0.6667013016906677
450,0.00034831739134690725
451,0.8261140491141854
452,0.050360669155174356
453,0.07345779478147867
454,0.8992603481917726
455,0.40223383011078157
456,0.17169469419278943
457,0.07226826067162445
458,0.06328557834655536
459,0.8052570594259988
460,0.9697024995225098
461,0.7491033989168608
462,0.43544498247254965
463,0.00530430426510778
464,0.47406530140655534
465,0.9949854794202107
466,0.9184496482107004
467,0.9094236816506177
468,0.925717871779659
469,0.06670984604841697
470,0.024706704042572483
471,0.5798834558077527
472,0.4181663970353117
473,0.6197967780687261
474,0.9975037767806588
475,0.08232113505169916
476,0.45840499761729536
477,0.9983043743158497
478,0.9989361998614376
479,0.648873498740382
480,0.20791870389446734
481,0.4864755831840375
482,0.9924538953186804
483,0.14320551443702595
484,0.5974870723772499
485,0.1283956501909662
486,0.4435587206701402
487,0.3261114114189688
488,0.5775064688706847
489,0.9695730824924109
490,0.059382796648313405
491,0.6502548650472708
492,0.05388631222679972
493,0.8263525280377788
494,0.937964383445993
495,0.1273411318177616
496,0.4333389981624337
497,0.02521399977788543
498,0.011453738182604836
499,0.6305380226647841
500,0.9914989683421904
501,0.8001084980363007
502,0.5685666536025616
503,0.4269269526752252
504,0.9399065219152105
505,0.9189171882939885
506,0.396486220598553
507,0.012166020986422894
508,0.28641222628157975
509,0.9724015370505666
510,0.6270078221892132
511,0.9334175041227754
512,0.13366555401396635
513,0.33983835484946867
514,0.012755022304471097
515,0.18579197654778146
516,0.8770201829745667
517,0.06988018663801887
518,0.7541932007167036
519,0.3537461178444729
520,0.02525380424501205
521,0.26619460395747196
522,0.8153137217529851
523,0.2098880582013245
524,0.5828632794212486
525,0.9172029398198889
526,0.16780833480318988
527,0.0484027019234933
528,0.6180982741398516
529,0.7408908744764462
530,0.299834041419334
531,0.9983435804779435
532,0.4368857723161069
533,0.08681943123523962
534,0.12695791083122182
535,0.9663747486177054
536,0.6207975390892632
537,0.26854985796246
538,0.04119751507287441
539,0.9961243798196724
540,0.8056679582161215
541,0.7185236126202189
542,0.7887442792370949
543,0.995663740431872
544,0.05475278531258941
545,0.534935057829707
546,0.29275206595703096
547,0.9515360643694482
548,0.9888172297873506
549,0.8535514503954165
550,0.9638055962042626
551,0.8858446141404424
552,0.2649692842398236
553,0.9392086572036773
554,0.008223188775689172
555,0.1129143854741493
556,0.9947747537299321
557,0.9059582216439944
558,0.12329912959504503
559,0.6642596820350322
560,0.14051654116305096
561,0.5420689757940893
562,0.8943383283662719
563,0.7338275744396798
564,0.41491390812007173
565,0.9933446577269045
